Date,Stock name,Open,High,Low,Close*,Adj Close**,Volume,average volume per stock,Higher or lower then average volume,Volume avg,higher closing,higher closing 0 or 1,volatility,Volitity (1 or 0),mv50,Higher MV50,Higher than MVA50,MV100,Higher MVA100,Higher than MVA100,EMA 50,Higher then EMVA,Higher than EMVA 1
43565.00,S&P500,2881.37,2889.71,2879.13,2888.21,2888.21,3062380000.00,4358681917.56,No,0,Yes,1,No,0,2793.07,Yes,1,2737.07,Yes,1,2794.05,No,0
43564.00,S&P500,2886.58,2886.88,2873.33,2878.20,2878.20,3007980000.00,4358681917.56,No,0,No,0,No,0,2788.10,Yes,1,2733.95,Yes,1,2790.21,No,0
43563.00,S&P500,2888.46,2895.95,2880.78,2895.77,2895.77,3054030000.00,4358681917.56,No,0,Yes,1,No,0,2783.42,Yes,1,2731.73,Yes,1,2786.62,No,0
43560.00,S&P500,2884.16,2893.24,2882.99,2892.74,2892.74,3146820000.00,4358681917.56,No,0,Yes,1,No,0,2778.80,Yes,1,2729.50,Yes,1,2782.16,No,0
43559.00,S&P500,2873.99,2881.28,2867.14,2879.39,2879.39,3015180000.00,4358681917.56,No,0,Yes,1,No,0,2773.79,Yes,1,2727.94,Yes,1,2777.65,No,0
43558.00,S&P500,2876.09,2885.25,2865.17,2873.40,2873.40,3550240000.00,4358681917.56,No,0,No,0,No,0,2768.97,Yes,1,2726.11,Yes,1,2773.50,No,0
43557.00,S&P500,2868.24,2872.90,2858.75,2867.24,2867.24,3246900000.00,4358681917.56,No,0,No,0,No,0,2764.16,Yes,1,2724.09,Yes,1,2769.42,No,0
43556.00,S&P500,2848.63,2869.40,2848.63,2867.19,2867.19,3500760000.00,4358681917.56,No,0,Yes,1,No,0,2760.23,Yes,1,2722.27,Yes,1,2765.43,No,0
43553.00,S&P500,2828.27,2836.03,2819.23,2834.40,2834.40,3740700000.00,4358681917.56,No,0,Yes,1,No,0,2755.61,Yes,1,2719.82,Yes,1,2761.27,No,0
43552.00,S&P500,2809.40,2819.71,2798.77,2815.44,2815.44,3158170000.00,4358681917.56,No,0,Yes,1,No,0,2751.24,Yes,1,2717.21,Yes,1,2758.29,No,0
43551.00,S&P500,2819.72,2825.56,2787.72,2805.37,2805.37,3372930000.00,4358681917.56,No,0,No,0,No,0,2747.14,Yes,1,2714.46,Yes,1,2755.96,No,0
43550.00,S&P500,2812.66,2829.87,2803.99,2818.46,2818.46,3266050000.00,4358681917.56,No,0,Yes,1,No,0,2742.68,Yes,1,2711.91,Yes,1,2753.94,No,0
43549.00,S&P500,2796.01,2809.79,2785.02,2798.36,2798.36,3376580000.00,4358681917.56,No,0,Yes,1,No,0,2738.24,Yes,1,2709.32,Yes,1,2751.31,No,0
43546.00,S&P500,2844.52,2846.16,2800.47,2800.71,2800.71,4237200000.00,4358681917.56,No,0,No,0,No,0,2734.21,Yes,1,2707.16,Yes,1,2749.38,No,0
43545.00,S&P500,2819.72,2860.31,2817.38,2854.88,2854.88,3546800000.00,4358681917.56,No,0,Yes,1,No,0,2729.89,Yes,1,2705.47,Yes,1,2747.29,No,0
43544.00,S&P500,2831.34,2843.54,2812.43,2824.23,2824.23,3771200000.00,4358681917.56,No,0,No,0,No,0,2724.28,Yes,1,2703.70,Yes,1,2742.90,No,0
43543.00,S&P500,2840.76,2852.42,2823.27,2832.57,2832.57,3620220000.00,4358681917.56,No,0,No,0,No,0,2718.79,Yes,1,2701.83,Yes,1,2739.58,No,0
43542.00,S&P500,2822.61,2835.41,2821.99,2832.94,2832.94,3552190000.00,4358681917.56,No,0,Yes,1,No,0,2712.78,Yes,1,2700.17,Yes,1,2735.78,No,0
43539.00,S&P500,2810.79,2830.73,2810.79,2822.48,2822.48,5962730000.00,4358681917.56,Yes,1,Yes,1,No,0,2705.08,Yes,1,2698.65,Yes,1,2731.82,No,0
43538.00,S&P500,2810.38,2815.00,2803.46,2808.48,2808.48,3469730000.00,4358681917.56,No,0,No,0,No,0,2698.83,Yes,1,2697.50,Yes,1,2728.12,No,0
43537.00,S&P500,2799.78,2821.24,2799.78,2810.92,2810.92,3766150000.00,4358681917.56,No,0,Yes,1,No,0,2692.80,Yes,1,2696.64,Yes,1,2724.84,No,0
43536.00,S&P500,2787.34,2798.32,2786.73,2791.52,2791.52,3414230000.00,4358681917.56,No,0,Yes,1,No,0,2686.29,Yes,1,2695.99,Yes,1,2721.32,No,0
43535.00,S&P500,2747.61,2784.00,2747.61,2783.30,2783.30,3749030000.00,4358681917.56,No,0,Yes,1,No,0,2680.24,Yes,1,2694.81,Yes,1,2718.46,No,0
43532.00,S&P500,2730.79,2744.13,2722.27,2743.07,2743.07,3423130000.00,4358681917.56,No,0,Yes,1,No,0,2673.93,Yes,1,2693.52,Yes,1,2715.81,No,0
43531.00,S&P500,2766.53,2767.25,2739.09,2748.93,2748.93,3904860000.00,4358681917.56,No,0,No,0,No,0,2666.09,Yes,1,2692.08,Yes,1,2714.70,No,0
43530.00,S&P500,2790.27,2790.27,2768.69,2771.45,2771.45,3786600000.00,4358681917.56,No,0,No,0,No,0,2659.44,Yes,1,2691.14,Yes,1,2713.30,No,0
43529.00,S&P500,2794.41,2796.44,2782.97,2789.65,2789.65,3585690000.00,4358681917.56,No,0,No,0,No,0,2653.36,Yes,1,2690.10,Yes,1,2710.93,No,0
43528.00,S&P500,2814.37,2816.88,2767.66,2792.81,2792.81,3919810000.00,4358681917.56,No,0,No,0,No,0,2647.71,Yes,1,2688.87,Yes,1,2707.72,No,0
43525.00,S&P500,2798.22,2808.02,2787.38,2803.69,2803.69,3972280000.00,4358681917.56,No,0,Yes,1,No,0,2642.77,Yes,1,2687.10,Yes,1,2704.24,No,0
43524.00,S&P500,2788.11,2793.73,2782.51,2784.49,2784.49,4396930000.00,4358681917.56,Yes,1,No,0,No,0,2637.62,Yes,1,2685.70,Yes,1,2700.18,No,0
43523.00,S&P500,2787.50,2795.76,2775.13,2792.38,2792.38,3767130000.00,4358681917.56,No,0,Yes,1,No,0,2633.93,Yes,1,2684.75,Yes,1,2696.74,No,0
43522.00,S&P500,2792.36,2803.12,2789.47,2793.90,2793.90,3645680000.00,4358681917.56,No,0,Yes,1,No,0,2631.09,Yes,1,2682.76,Yes,1,2692.84,No,0
43521.00,S&P500,2804.35,2813.49,2794.99,2796.11,2796.11,3804380000.00,4358681917.56,No,0,No,0,No,0,2628.23,Yes,1,2681.93,Yes,1,2688.71,No,0
43518.00,S&P500,2780.67,2794.20,2779.11,2792.67,2792.67,3427810000.00,4358681917.56,No,0,Yes,1,No,0,2625.05,Yes,1,2681.16,Yes,1,2684.33,No,0
43517.00,S&P500,2780.24,2781.58,2764.55,2774.88,2774.88,3559710000.00,4358681917.56,No,0,No,0,No,0,2621.95,Yes,1,2680.51,Yes,1,2679.91,No,0
43516.00,S&P500,2779.05,2789.88,2774.06,2784.70,2784.70,3835450000.00,4358681917.56,No,0,Yes,1,No,0,2619.11,Yes,1,2679.97,Yes,1,2676.03,No,0
43515.00,S&P500,2769.28,2787.33,2767.29,2779.76,2779.76,3533710000.00,4358681917.56,No,0,Yes,1,No,0,2617.34,Yes,1,2679.98,Yes,1,2671.60,No,0
43511.00,S&P500,2760.24,2775.66,2760.24,2775.60,2775.60,3641370000.00,4358681917.56,No,0,Yes,1,No,0,2615.74,Yes,1,2679.97,Yes,1,2667.18,No,0
43510.00,S&P500,2743.50,2757.90,2731.23,2745.73,2745.73,3836700000.00,4358681917.56,No,0,Yes,1,No,0,2616.04,Yes,1,2679.56,Yes,1,2662.76,No,0
43509.00,S&P500,2750.30,2761.85,2748.63,2753.03,2753.03,3670770000.00,4358681917.56,No,0,Yes,1,No,0,2616.33,Yes,1,2679.40,Yes,1,2659.37,No,0
43508.00,S&P500,2722.61,2748.19,2722.61,2744.73,2744.73,3827770000.00,4358681917.56,No,0,Yes,1,No,0,2616.02,Yes,1,2679.25,Yes,1,2655.55,No,0
43507.00,S&P500,2712.40,2718.05,2703.79,2709.80,2709.80,3361970000.00,4358681917.56,No,0,No,0,No,0,2616.00,Yes,1,2679.62,Yes,1,2651.91,No,0
43504.00,S&P500,2692.36,2708.07,2681.83,2707.88,2707.88,3622330000.00,4358681917.56,No,0,Yes,1,No,0,2615.45,Yes,1,2680.71,Yes,1,2649.54,No,0
43503.00,S&P500,2717.53,2719.32,2687.26,2706.05,2706.05,4099490000.00,4358681917.56,No,0,No,0,No,0,2614.76,Yes,1,2681.66,Yes,1,2647.16,No,0
43502.00,S&P500,2735.05,2738.08,2724.15,2731.61,2731.61,3472690000.00,4358681917.56,No,0,No,0,No,0,2613.29,Yes,1,2682.59,Yes,1,2644.76,No,0
43501.00,S&P500,2728.34,2738.98,2724.03,2737.70,2737.70,3560430000.00,4358681917.56,No,0,Yes,1,No,0,2611.66,Yes,1,2683.56,Yes,1,2641.21,No,0
43500.00,S&P500,2706.49,2724.99,2698.75,2724.87,2724.87,3359840000.00,4358681917.56,No,0,Yes,1,No,0,2609.74,Yes,1,2684.97,Yes,1,2637.28,No,0
43497.00,S&P500,2702.32,2716.66,2696.88,2706.53,2706.53,3759270000.00,4358681917.56,No,0,Yes,1,No,0,2609.06,Yes,1,2686.29,Yes,1,2633.70,No,0
43496.00,S&P500,2685.49,2708.95,2678.65,2704.10,2704.10,4917650000.00,4358681917.56,Yes,1,Yes,1,No,0,2609.66,Yes,1,2687.59,Yes,1,2630.73,No,0
43495.00,S&P500,2653.62,2690.44,2648.34,2681.05,2681.05,3867810000.00,4358681917.56,No,0,Yes,1,No,0,2610.18,Yes,1,2688.77,No,0,2627.73,No,0
43494.00,S&P500,2644.89,2650.93,2631.05,2640.00,2640.00,3504200000.00,4358681917.56,No,0,No,0,No,0,2610.59,Yes,1,2689.98,No,0,2625.56,No,0
43493.00,S&P500,2644.97,2644.97,2624.06,2643.85,2643.85,3612810000.00,4358681917.56,No,0,No,0,No,0,2612.23,Yes,1,2691.30,No,0,2624.97,No,0
43490.00,S&P500,2657.44,2672.38,2657.33,2664.76,2664.76,3814080000.00,4358681917.56,No,0,Yes,1,No,0,2613.88,Yes,1,2692.60,No,0,2624.20,No,0
43489.00,S&P500,2638.84,2647.20,2627.01,2642.33,2642.33,3433250000.00,4358681917.56,No,0,Yes,1,No,0,2616.20,Yes,1,2694.00,No,0,2622.54,No,0
43488.00,S&P500,2643.48,2653.19,2612.86,2638.70,2638.70,3335610000.00,4358681917.56,No,0,No,0,No,0,2619.49,Yes,1,2695.54,No,0,2621.73,No,0
43487.00,S&P500,2657.88,2657.88,2617.27,2632.90,2632.90,3908030000.00,4358681917.56,No,0,No,0,No,0,2623.00,Yes,1,2697.39,No,0,2621.04,No,0
43487.00,Apple,39.10,39.18,38.16,38.33,37.38,121576000.00,130957538.35,No,0,No,0,Yes,1,42.16,No,0,49.20,No,0,42.40,Yes,1
43488.00,Apple,38.54,38.79,37.93,38.48,37.53,92522400.00,130957538.35,No,0,No,0,Yes,1,41.88,No,0,49.04,No,0,42.27,Yes,1
43489.00,Apple,38.53,38.62,37.94,38.18,37.23,101766000.00,130957538.35,No,0,No,0,Yes,1,41.60,No,0,48.87,No,0,42.12,Yes,1
43490.00,Apple,38.87,39.53,38.58,39.44,38.47,134142000.00,130957538.35,Yes,1,Yes,1,Yes,1,41.37,No,0,48.71,No,0,41.97,Yes,1
43493.00,Apple,38.95,39.08,38.42,39.08,38.11,104768400.00,130957538.35,No,0,Yes,1,Yes,1,41.18,No,0,48.54,No,0,41.83,Yes,1
43494.00,Apple,39.06,39.53,38.53,38.67,37.72,166348800.00,130957538.35,Yes,1,No,0,Yes,1,40.99,No,0,48.35,No,0,41.73,Yes,1
43495.00,Apple,40.81,41.54,40.06,41.31,40.29,244439200.00,130957538.35,Yes,1,Yes,1,Yes,1,40.88,Yes,1,48.20,No,0,41.63,Yes,1
43496.00,Apple,41.53,42.25,41.14,41.61,40.58,162958400.00,130957538.35,Yes,1,Yes,1,Yes,1,40.76,Yes,1,48.05,No,0,41.51,No,0
43497.00,Apple,41.74,42.25,41.48,41.63,40.60,130672400.00,130957538.35,No,0,No,0,Yes,1,40.62,Yes,1,47.90,No,0,41.50,No,0
43500.00,Apple,41.85,42.92,41.82,42.81,41.76,125982000.00,130957538.35,No,0,Yes,1,Yes,1,40.55,Yes,1,47.78,No,0,41.51,No,0
43501.00,Apple,43.22,43.77,43.09,43.55,42.47,144406400.00,130957538.35,Yes,1,Yes,1,Yes,1,40.54,Yes,1,47.67,No,0,41.51,No,0
43502.00,Apple,43.66,43.89,43.21,43.56,42.48,112958400.00,130957538.35,No,0,No,0,Yes,1,40.52,Yes,1,47.54,No,0,41.56,No,0
43503.00,Apple,43.10,43.49,42.59,42.74,41.68,126966800.00,130957538.35,No,0,No,0,Yes,1,40.52,Yes,1,47.42,No,0,41.64,No,0
43504.00,Apple,42.25,42.67,42.11,42.60,41.73,95280000.00,130957538.35,No,0,Yes,1,Yes,1,40.50,Yes,1,47.28,No,0,41.72,No,0
43507.00,Apple,42.76,42.80,42.31,42.36,41.49,83973600.00,130957538.35,No,0,No,0,Yes,1,40.47,Yes,1,47.14,No,0,41.76,No,0
43508.00,Apple,42.53,42.75,42.43,42.72,41.85,89134000.00,130957538.35,No,0,Yes,1,Yes,1,40.42,Yes,1,47.03,No,0,41.79,No,0
43509.00,Apple,42.85,43.12,42.48,42.55,41.67,89960800.00,130957538.35,No,0,No,0,Yes,1,40.38,Yes,1,46.91,No,0,41.81,No,0
43510.00,Apple,42.43,42.82,42.35,42.70,41.82,87342800.00,130957538.35,No,0,Yes,1,Yes,1,40.34,Yes,1,46.79,No,0,41.85,No,0
43511.00,Apple,42.81,42.93,42.44,42.61,41.73,98507200.00,130957538.35,No,0,No,0,Yes,1,40.26,Yes,1,46.66,No,0,41.87,No,0
43515.00,Apple,42.43,42.86,42.37,42.73,41.86,75891200.00,130957538.35,No,0,Yes,1,Yes,1,40.24,Yes,1,46.55,No,0,41.91,No,0
43516.00,Apple,42.80,43.33,42.75,43.01,42.13,104457600.00,130957538.35,No,0,Yes,1,Yes,1,40.22,Yes,1,46.42,No,0,41.93,No,0
43517.00,Apple,42.95,43.09,42.58,42.77,41.89,68998800.00,130957538.35,No,0,No,0,Yes,1,40.24,Yes,1,46.30,No,0,41.97,No,0
43518.00,Apple,42.90,43.25,42.85,43.24,42.36,75652800.00,130957538.35,No,0,Yes,1,Yes,1,40.25,Yes,1,46.18,No,0,42.01,No,0
43521.00,Apple,43.54,43.97,43.49,43.56,42.66,87493600.00,130957538.35,No,0,Yes,1,Yes,1,40.28,Yes,1,46.05,No,0,42.04,No,0
43522.00,Apple,43.43,43.83,43.29,43.58,42.69,68280800.00,130957538.35,No,0,Yes,1,Yes,1,40.31,Yes,1,45.92,No,0,42.08,No,0
43523.00,Apple,43.30,43.75,43.18,43.72,42.82,111341600.00,130957538.35,No,0,Yes,1,Yes,1,40.33,Yes,1,45.79,No,0,42.14,No,0
43524.00,Apple,43.58,43.73,43.23,43.29,42.40,112861600.00,130957538.35,No,0,No,0,Yes,1,40.36,Yes,1,45.65,No,0,42.20,No,0
43525.00,Apple,43.57,43.79,43.22,43.74,42.85,103544800.00,130957538.35,No,0,Yes,1,Yes,1,40.42,Yes,1,45.51,No,0,42.26,No,0
43528.00,Apple,43.92,44.44,43.49,43.96,43.06,109744800.00,130957538.35,No,0,Yes,1,Yes,1,40.47,Yes,1,45.38,No,0,42.30,No,0
43529.00,Apple,43.99,44.00,43.64,43.88,42.98,78949600.00,130957538.35,No,0,No,0,Yes,1,40.54,Yes,1,45.26,No,0,42.35,No,0
43530.00,Apple,43.67,43.87,43.49,43.63,42.74,83241600.00,130957538.35,No,0,No,0,Yes,1,40.63,Yes,1,45.13,No,0,42.42,No,0
43531.00,Apple,43.47,43.61,43.01,43.13,42.24,99185600.00,130957538.35,No,0,No,0,Yes,1,40.74,Yes,1,45.00,No,0,42.48,No,0
43532.00,Apple,42.58,43.27,42.38,43.23,42.34,95997600.00,130957538.35,No,0,Yes,1,Yes,1,40.87,Yes,1,44.89,No,0,42.52,No,0
43535.00,Apple,43.87,44.78,43.84,44.73,43.81,128044000.00,130957538.35,No,0,Yes,1,Yes,1,40.98,Yes,1,44.80,No,0,42.54,No,0
43536.00,Apple,45.00,45.67,44.84,45.23,44.30,129870400.00,130957538.35,No,0,Yes,1,Yes,1,41.10,Yes,1,44.70,Yes,1,42.57,No,0
43537.00,Apple,45.56,45.83,45.23,45.43,44.50,124130000.00,130957538.35,No,0,No,0,Yes,1,41.23,Yes,1,44.61,Yes,1,42.66,No,0
43538.00,Apple,45.98,46.03,45.64,45.93,44.99,94318000.00,130957538.35,No,0,No,0,Yes,1,41.36,Yes,1,44.51,Yes,1,42.76,No,0
43539.00,Apple,46.21,46.83,45.94,46.53,45.58,156171600.00,130957538.35,Yes,1,Yes,1,Yes,1,41.50,Yes,1,44.42,Yes,1,42.86,No,0
43542.00,Apple,46.45,47.10,46.45,47.01,46.04,104879200.00,130957538.35,No,0,Yes,1,Yes,1,41.73,Yes,1,44.35,Yes,1,42.98,No,0
43543.00,Apple,47.09,47.25,46.48,46.63,45.68,126585600.00,130957538.35,No,0,No,0,Yes,1,41.92,Yes,1,44.27,Yes,1,43.12,No,0
43544.00,Apple,46.56,47.37,46.18,47.04,46.08,124140800.00,130957538.35,No,0,Yes,1,Yes,1,42.12,Yes,1,44.19,Yes,1,43.27,No,0
43545.00,Apple,47.51,49.08,47.45,48.77,47.77,204136800.00,130957538.35,Yes,1,Yes,1,Yes,1,42.34,Yes,1,44.12,Yes,1,43.40,No,0
43546.00,Apple,48.84,49.42,47.70,47.76,46.78,169630800.00,130957538.35,Yes,1,No,0,Yes,1,42.53,Yes,1,44.06,Yes,1,43.55,No,0
43549.00,Apple,47.88,48.00,46.65,47.19,46.22,175381200.00,130957538.35,Yes,1,No,0,Yes,1,42.71,Yes,1,43.98,Yes,1,43.75,No,0
43550.00,Apple,47.92,48.22,46.15,46.70,45.74,199202000.00,130957538.35,Yes,1,No,0,Yes,1,42.88,Yes,1,43.91,Yes,1,43.91,No,0
43551.00,Apple,47.19,47.44,46.64,47.12,46.15,119393600.00,130957538.35,No,0,No,0,Yes,1,43.07,Yes,1,43.85,Yes,1,44.04,No,0
43552.00,Apple,47.24,47.39,46.88,47.18,46.21,83121600.00,130957538.35,No,0,No,0,Yes,1,43.25,Yes,1,43.79,Yes,1,44.14,No,0
43553.00,Apple,47.46,47.52,47.14,47.49,46.51,94256000.00,130957538.35,No,0,Yes,1,Yes,1,43.43,Yes,1,43.72,Yes,1,44.26,No,0
43556.00,Apple,47.91,47.92,47.10,47.81,46.83,111448000.00,130957538.35,No,0,No,0,Yes,1,43.60,Yes,1,43.64,Yes,1,44.37,No,0
43557.00,Apple,47.77,48.62,47.76,48.51,47.51,91062800.00,130957538.35,No,0,Yes,1,Yes,1,43.79,Yes,1,43.61,Yes,1,44.50,No,0
43558.00,Apple,48.31,49.13,48.29,48.84,47.84,93087200.00,130957538.35,No,0,Yes,1,Yes,1,44.00,Yes,1,43.59,Yes,1,44.63,No,0
43559.00,Apple,48.70,49.09,48.29,48.92,47.92,76457200.00,130957538.35,No,0,Yes,1,Yes,1,44.21,Yes,1,43.57,Yes,1,44.78,No,0
43560.00,Apple,49.11,49.28,48.98,49.25,48.24,74106400.00,130957538.35,No,0,Yes,1,Yes,1,44.43,Yes,1,43.54,Yes,1,44.94,No,0
43563.00,Apple,49.11,50.06,49.09,50.03,49.00,103526800.00,130957538.35,No,0,Yes,1,Yes,1,44.64,Yes,1,43.52,Yes,1,45.09,No,0
43564.00,Apple,50.08,50.71,49.81,49.88,48.85,143072800.00,130957538.35,Yes,1,No,0,Yes,1,44.86,Yes,1,43.50,Yes,1,45.26,No,0
43565.00,Apple,49.67,50.19,49.55,50.16,49.13,86781200.00,130957538.35,No,0,Yes,1,Yes,1,45.09,Yes,1,43.52,Yes,1,45.44,No,0
43566.00,Apple,50.21,50.25,49.61,49.74,48.72,83603200.00,130957538.35,No,0,No,0,Yes,1,45.25,Yes,1,43.54,Yes,1,45.62,No,0
43567.00,Apple,49.80,50.04,49.05,49.72,48.70,111042800.00,130957538.35,No,0,No,0,Yes,1,45.42,Yes,1,43.57,Yes,1,45.79,No,0
43570.00,Apple,49.65,49.96,49.50,49.81,48.79,70146400.00,130957538.35,No,0,Yes,1,Yes,1,45.58,Yes,1,43.59,Yes,1,45.95,No,0
43571.00,Apple,49.87,50.34,49.64,49.81,48.79,102785600.00,130957538.35,No,0,No,0,Yes,1,45.72,Yes,1,43.60,Yes,1,46.10,No,0
43572.00,Apple,49.89,50.85,49.65,50.78,49.74,115627200.00,130957538.35,No,0,Yes,1,Yes,1,45.87,Yes,1,43.64,Yes,1,46.24,No,0
43573.00,Apple,50.78,51.04,50.63,50.97,49.92,96783200.00,130957538.35,No,0,Yes,1,Yes,1,46.01,Yes,1,43.71,Yes,1,46.38,No,0
43577.00,Apple,50.71,51.24,50.59,51.13,50.08,77758000.00,130957538.35,No,0,Yes,1,Yes,1,46.18,Yes,1,43.78,Yes,1,46.56,No,0
43578.00,Apple,51.11,51.94,50.98,51.87,50.81,93292000.00,130957538.35,No,0,Yes,1,Yes,1,46.37,Yes,1,43.87,Yes,1,46.73,No,0
43579.00,Apple,51.84,52.12,51.76,51.79,50.73,70162400.00,130957538.35,No,0,No,0,Yes,1,46.56,Yes,1,43.95,Yes,1,46.90,No,0
43580.00,Apple,51.71,51.94,51.28,51.32,50.27,74172800.00,130957538.35,No,0,No,0,Yes,1,46.73,Yes,1,44.03,Yes,1,47.10,No,0
43581.00,Apple,51.23,51.25,50.53,51.08,50.03,74596400.00,130957538.35,No,0,No,0,Yes,1,46.90,Yes,1,44.09,Yes,1,47.28,No,0
43584.00,Apple,51.10,51.49,50.97,51.15,50.10,88818800.00,130957538.35,No,0,Yes,1,Yes,1,47.07,Yes,1,44.15,Yes,1,47.44,No,0
43585.00,Apple,50.77,50.85,49.78,50.17,49.14,186139600.00,130957538.35,Yes,1,No,0,Yes,1,47.22,Yes,1,44.20,Yes,1,47.58,No,0
43586.00,Apple,52.47,53.83,52.31,52.63,51.55,259309200.00,130957538.35,Yes,1,Yes,1,Yes,1,47.42,Yes,1,44.27,Yes,1,47.72,No,0
43587.00,Apple,52.46,53.16,52.03,52.29,51.21,127985200.00,130957538.35,No,0,No,0,Yes,1,47.60,Yes,1,44.35,Yes,1,47.82,No,0
43588.00,Apple,52.72,52.96,52.56,52.94,51.85,83569600.00,130957538.35,No,0,Yes,1,Yes,1,47.80,Yes,1,44.44,Yes,1,48.01,No,0
43591.00,Apple,51.07,52.21,50.88,52.12,51.05,129772400.00,130957538.35,No,0,Yes,1,Yes,1,47.98,Yes,1,44.54,Yes,1,48.17,No,0
43592.00,Apple,51.47,51.86,50.21,50.72,49.67,155054800.00,130957538.35,Yes,1,No,0,Yes,1,48.13,Yes,1,44.62,Yes,1,48.36,No,0
43593.00,Apple,50.48,51.34,50.44,50.73,49.68,105358000.00,130957538.35,No,0,Yes,1,Yes,1,48.27,Yes,1,44.71,Yes,1,48.51,No,0
43594.00,Apple,50.10,50.42,49.17,50.18,49.15,139634400.00,130957538.35,Yes,1,Yes,1,Yes,1,48.40,Yes,1,44.79,Yes,1,48.59,No,0
43595.00,Apple,49.36,49.71,48.19,49.30,48.47,164834800.00,130957538.35,Yes,1,No,0,Yes,1,48.52,Yes,1,44.85,Yes,1,48.68,No,0
43598.00,Apple,46.93,47.37,45.71,46.43,45.65,229722400.00,130957538.35,Yes,1,No,0,Yes,1,48.57,No,0,44.91,Yes,1,48.74,Yes,1
43599.00,Apple,46.60,47.43,46.35,47.17,46.38,146118800.00,130957538.35,Yes,1,Yes,1,Yes,1,48.64,No,0,44.97,Yes,1,48.76,Yes,1
43600.00,Apple,46.57,47.94,46.51,47.73,46.93,106178800.00,130957538.35,No,0,Yes,1,Yes,1,48.71,No,0,45.03,Yes,1,48.67,Yes,1
43601.00,Apple,47.48,48.12,47.21,47.52,46.72,132125600.00,130957538.35,Yes,1,Yes,1,Yes,1,48.79,No,0,45.10,Yes,1,48.61,Yes,1
43602.00,Apple,46.73,47.73,46.69,47.25,46.46,131516400.00,130957538.35,Yes,1,Yes,1,Yes,1,48.87,No,0,45.18,Yes,1,48.57,Yes,1
43605.00,Apple,45.88,46.09,45.07,45.77,45.01,154449200.00,130957538.35,Yes,1,No,0,Yes,1,48.92,No,0,45.26,Yes,1,48.53,Yes,1
43606.00,Apple,46.31,47.00,46.18,46.65,45.87,113459200.00,130957538.35,No,0,Yes,1,Yes,1,48.96,No,0,45.36,Yes,1,48.48,Yes,1
43607.00,Apple,46.17,46.43,45.64,45.70,44.93,118994400.00,130957538.35,No,0,No,0,Yes,1,48.97,No,0,45.43,Yes,1,48.38,Yes,1
43608.00,Apple,44.95,45.14,44.45,44.92,44.16,146118800.00,130957538.35,Yes,1,No,0,Yes,1,48.96,No,0,45.49,No,0,48.31,Yes,1
43609.00,Apple,45.05,45.54,44.66,44.74,43.99,94858800.00,130957538.35,No,0,No,0,Yes,1,48.94,No,0,45.54,No,0,48.21,Yes,1
43613.00,Apple,44.73,45.15,44.48,44.56,43.81,111792800.00,130957538.35,No,0,No,0,Yes,1,48.90,No,0,45.59,No,0,48.08,Yes,1
43614.00,Apple,44.11,44.84,44.00,44.35,43.60,113924800.00,130957538.35,No,0,Yes,1,Yes,1,48.84,No,0,45.64,No,0,47.95,Yes,1
43615.00,Apple,44.49,44.81,44.17,44.58,43.83,84873600.00,130957538.35,No,0,Yes,1,Yes,1,48.80,No,0,45.73,No,0,47.81,Yes,1
43616.00,Apple,44.06,44.50,43.75,43.77,43.03,108174400.00,130957538.35,No,0,No,0,Yes,1,48.74,No,0,45.80,No,0,47.68,Yes,1
43619.00,Apple,43.90,44.48,42.57,43.33,42.60,161584400.00,130957538.35,Yes,1,No,0,Yes,1,48.63,No,0,45.86,No,0,47.56,Yes,1
43620.00,Apple,43.86,44.96,43.63,44.91,44.16,123872000.00,130957538.35,No,0,Yes,1,Yes,1,48.57,No,0,45.94,No,0,47.41,Yes,1
43621.00,Apple,46.07,46.25,45.29,45.64,44.87,119093600.00,130957538.35,No,0,No,0,Yes,1,48.54,No,0,46.01,No,0,47.25,Yes,1
43622.00,Apple,45.77,46.37,45.54,46.31,45.53,90105200.00,130957538.35,No,0,Yes,1,Yes,1,48.53,No,0,46.09,Yes,1,47.16,Yes,1
43623.00,Apple,46.63,47.98,46.44,47.54,46.74,122737600.00,130957538.35,No,0,Yes,1,Yes,1,48.54,No,0,46.18,Yes,1,47.10,No,0
43626.00,Apple,47.95,48.84,47.91,48.15,47.34,104883600.00,130957538.35,No,0,Yes,1,Yes,1,48.56,No,0,46.29,Yes,1,47.06,No,0
43627.00,Apple,48.72,49.00,48.40,48.70,47.89,107731600.00,130957538.35,No,0,No,0,Yes,1,48.59,Yes,1,46.39,Yes,1,47.08,No,0
43628.00,Apple,48.49,48.99,48.35,48.55,47.73,73012800.00,130957538.35,No,0,Yes,1,Yes,1,48.60,No,0,46.49,Yes,1,47.12,No,0
43629.00,Apple,48.68,49.20,48.40,48.54,47.72,86698400.00,130957538.35,No,0,No,0,Yes,1,48.60,No,0,46.59,Yes,1,47.19,No,0
43630.00,Apple,47.89,48.40,47.58,48.19,47.38,75046000.00,130957538.35,No,0,Yes,1,Yes,1,48.59,No,0,46.68,Yes,1,47.24,No,0
43633.00,Apple,48.23,48.74,48.04,48.47,47.66,58676400.00,130957538.35,No,0,Yes,1,Yes,1,48.58,No,0,46.78,Yes,1,47.29,No,0
43634.00,Apple,49.01,50.07,48.80,49.61,48.78,106204000.00,130957538.35,No,0,Yes,1,Yes,1,48.59,Yes,1,46.89,Yes,1,47.33,No,0
